region,frame_id,sensor,time_iso,ny,nx,bbox_W,bbox_S,bbox_E,bbox_N,finite_pct,min,median,max,top10_median,bot10_median,orientation_class,row_order_present,row_order_value,producer_git_sha_present,model_version,qa_gate
usec_md,usec_md_2026156.1730_chl_VJ1.json,VJ1,,742,742,-76.5,35.5,-71.5,40.5,79.86,0.01,0.4256,5.2315,0.01,0.679,north_up,NO,,NO,multi_day_120_132_det41,PASS
usec_md,usec_md_2026156.1818_chl_VJ2.json,VJ2,,742,742,-76.5,35.5,-71.5,40.5,80.34,0.01,0.4239,10.0,0.2483,0.2643,flat,NO,,NO,multi_day_120_132_det41,PASS
usec_md,usec_md_2026157.1654_chl_VNP.json,VNP,,742,742,-76.5,35.5,-71.5,40.5,52.98,0.01,0.3762,2.1319,0.2075,0.5519,north_up,NO,,NO,multi_day_120_132_det41,PASS
usec_md,usec_md_2026157.1712_chl_VJ1.json,VJ1,,742,742,-76.5,35.5,-71.5,40.5,58.02,0.01,0.3575,8.4339,0.1009,0.5315,north_up,NO,,NO,multi_day_120_132_det41,PASS
usec_md,usec_md_2026157.1800_chl_VJ2.json,VJ2,,742,742,-76.5,35.5,-71.5,40.5,58.47,0.01,0.2287,10.0,0.01,0.2311,north_up,NO,,NO,multi_day_120_132_det41,PASS
usec_md,usec_md_2026158.1742_chl_VJ2.json,VJ2,,742,742,-76.5,35.5,-71.5,40.5,68.01,0.01,0.2275,10.0,0.0347,0.6667,north_up,NO,,NO,multi_day_120_132_det41,PASS
usec_md,usec_md_2026158.1812_chl_VNP.json,VNP,,742,742,-76.5,35.5,-71.5,40.5,67.52,0.7222,1.2973,10.0,1.122,1.5308,flat,NO,,NO,multi_day_120_130,PASS
usec_md,usec_md_2026158.1833_chl_VJ1.json,VJ1,,742,742,-76.5,35.5,-71.5,40.5,64.38,0.01,0.3589,9.4861,0.1866,0.5354,north_up,NO,,NO,multi_day_120_132_det41,PASS
usec_md,usec_md_2026159.1721_chl_VJ2.json,VJ2,,742,742,-76.5,35.5,-71.5,40.5,69.93,0.0529,1.1235,6.6226,0.8731,1.6236,flat,NO,,NO,multi_day_120_130,PASS
usec_md,usec_md_2026159.1754_chl_VNP.json,VNP,,742,742,-76.5,35.5,-71.5,40.5,70.28,0.9751,1.4354,10.0,1.1013,1.6713,flat,NO,,NO,multi_day_120_130,PASS
